Código DEP,Departamento,Código MUN. ,Municipio,Unnamed: 4,LATITUD,LONGITUD,DEP. RIPS.,MUN. RIPS,Unnamed: 9
76,VALLE DEL CAUCA,76670,SAN PEDRO,Municipio,3.98143244,-76.208361678,76-Valle del cauca,76670-San Pedro,San Pedro
76,VALLE DEL CAUCA,76736,SEVILLA,Municipio,4.193411919,-75.888181633,76-Valle del cauca,76736-Sevilla,Sevilla
76,VALLE DEL CAUCA,76823,TORO,Municipio,4.638421279,-76.081061761,76-Valle del cauca,76823-Toro,Toro
76,VALLE DEL CAUCA,76828,TRUJILLO,Municipio,4.233268116,-76.342926988,76-Valle del cauca,76828-Trujillo,Trujillo
76,VALLE DEL CAUCA,76834,TULUÁ,Municipio,4.02840797,-76.032503793,76-Valle del cauca,76834-Tuluá,Tuluá
76,VALLE DEL CAUCA,76845,ULLOA,Municipio,4.707718947,-75.778359026,76-Valle del cauca,76845-Ulloa,Ulloa
76,VALLE DEL CAUCA,76863,VERSALLES,Municipio,4.644242641,-76.259244825,76-Valle del cauca,76863-Versalles,Versalles
76,VALLE DEL CAUCA,76869,VIJES,Municipio,3.74365889,-76.470647175,76-Valle del cauca,76869-Vijes,Vijes
76,VALLE DEL CAUCA,76890,YOTOCO,Municipio,3.904130354,-76.390804349,76-Valle del cauca,76890-Yotoco,Yotoco
76,VALLE DEL CAUCA,76892,YUMBO,Municipio,3.595913669,-76.5109879,76-Valle del cauca,76892-Yumbo,Yumbo
76,VALLE DEL CAUCA,76895,ZARZAL,Municipio,4.35359875,-76.050653363,76-Valle del cauca,76895-Zarzal,Zarzal
81,ARAUCA,81001,ARAUCA,Municipio,6.796280825,-70.509211529,81-Arauca,81001-Arauca,Arauca
81,ARAUCA,81065,ARAUQUITA,Municipio,6.799338394,-71.298274293,81-Arauca,81065-Arauquita,Arauquita
81,ARAUCA,81220,CRAVO NORTE,Municipio,6.39654349,-70.073811966,81-Arauca,81220-Cravo Norte,Cravo Norte
81,ARAUCA,81300,FORTUL,Municipio,6.750907234,-71.791242408,81-Arauca,81300-Fortul,Fortul
81,ARAUCA,81591,PUERTO RONDÓN,Municipio,6.411761829,-70.966789642,81-Arauca,81591-Puerto Rondón,Puerto Rondón
81,ARAUCA,81736,SARAVENA,Municipio,6.906941714,-71.850707567,81-Arauca,81736-Saravena,Saravena
81,ARAUCA,81794,TAME,Municipio,6.390650479,-71.791786468,81-Arauca,81794-Tame,Tame
85,CASANARE,85001,YOPAL,Municipio,5.242744761,-72.25802857,85-Casanare,85001-Yopal,Yopal
85,CASANARE,85010,AGUAZUL,Municipio,5.126121886,-72.548210167,85-Casanare,85010-Aguazul,Aguazul
85,CASANARE,85015,CHÁMEZA,Municipio,5.228453404,-72.864968036,85-Casanare,85015-Chámeza,Chámeza
85,CASANARE,85125,HATO COROZAL,Municipio,6.03948032,-71.524457518,85-Casanare,85125-Hato Corozal,Hato Corozal
85,CASANARE,85136,LA SALINA,Municipio,6.178282373,-72.346933772,85-Casanare,85136-La Salina,La Salina
85,CASANARE,85139,MANÍ,Municipio,4.675769488,-72.212802727,85-Casanare,85139-Maní,Maní
85,CASANARE,85162,MONTERREY,Municipio,4.841308642,-72.847343398,85-Casanare,85162-Monterrey,Monterrey
85,CASANARE,85225,NUNCHÍA,Municipio,5.529181235,-72.092519371,85-Casanare,85225-Nunchía,Nunchía
85,CASANARE,85230,OROCUÉ,Municipio,4.915139133,-71.598739657,85-Casanare,85230-Orocué,Orocué
85,CASANARE,85250,PAZ DE ARIPORO,Municipio,5.779915281,-70.86947037,85-Casanare,85250-Paz De Ariporo,Paz De Ariporo
85,CASANARE,85263,PORE,Municipio,5.663194953,-71.925808058,85-Casanare,85263-Pore,Pore
85,CASANARE,85279,RECETOR,Municipio,5.263068507,-72.770818307,85-Casanare,85279-Recetor,Recetor
85,CASANARE,85300,SABANALARGA,Municipio,4.81119011,-72.99580655,85-Casanare,85300-Sabanalarga,Sabanalarga
85,CASANARE,85315,SÁCAMA,Municipio,6.049906435,-72.210761632,85-Casanare,85315-Sácama,Sácama
85,CASANARE,85325,SAN LUIS DE PALENQUE,Municipio,5.274955665,-71.817492757,85-Casanare,85325-San Luis De Palenque,San Luis De Palenque
85,CASANARE,85400,TÁMARA,Municipio,5.878927424,-72.200678221,85-Casanare,85400-Támara,Támara
85,CASANARE,85410,TAURAMENA,Municipio,4.697463691,-72.629224357,85-Casanare,85410-Tauramena,Tauramena
85,CASANARE,85430,TRINIDAD,Municipio,5.354527091,-71.254795186,85-Casanare,85430-Trinidad,Trinidad
85,CASANARE,85440,VILLANUEVA,Municipio,4.528307719,-72.82314281,85-Casanare,85440-Villanueva,Villanueva
86,PUTUMAYO,86001,MOCOA,Municipio,1.26070915,-76.665843491,86-Putumayo,86001-Mocoa,Mocoa
86,PUTUMAYO,86219,COLÓN,Municipio,1.204815876,-76.973768047,86-Putumayo,86219-Colón,Colón
86,PUTUMAYO,86320,ORITO,Municipio,0.673756323,-76.943139229,86-Putumayo,86320-Orito,Orito
86,PUTUMAYO,86568,PUERTO ASÍS,Municipio,0.433884539,-76.521582034,86-Putumayo,86568-Puerto Asís,Puerto Asís
86,PUTUMAYO,86569,PUERTO CAICEDO,Municipio,0.70416861,-76.498644148,86-Putumayo,86569-Puerto Caicedo,Puerto Caicedo
86,PUTUMAYO,86571,PUERTO GUZMÁN,Municipio,0.746432215,-75.880229785,86-Putumayo,86571-Puerto Guzmán,Puerto Guzmán
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,Municipio,0.0594719700001,-75.064793271,86-Putumayo,86573-Puerto Leguízamo,Puerto Leguízamo
86,PUTUMAYO,86749,SIBUNDOY,Municipio,1.228746922,-76.913075854,86-Putumayo,86749-Sibundoy,Sibundoy
86,PUTUMAYO,86755,SAN FRANCISCO,Municipio,1.136071096,-76.847266606,86-Putumayo,86755-San Francisco,San Francisco
86,PUTUMAYO,86757,SAN MIGUEL,Municipio,0.272449048,-76.845104586,86-Putumayo,86757-San Miguel,San Miguel
86,PUTUMAYO,86760,SANTIAGO,Municipio,1.036021482,-76.977516835,86-Putumayo,86760-Santiago,Santiago
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,Municipio,0.42012589,-76.770670262,86-Putumayo,86865-Valle Del Guamuez,Valle Del Guamuez
86,PUTUMAYO,86885,VILLAGARZÓN,Municipio,0.911149515,-76.744954473,86-Putumayo,86885-Villagarzón,Villagarzón
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,Isla,12.543115116,-81.717623824,"88-Archipiélago de san andrés, providencia y santa catalina",88001-San Andrés,San Andrés
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,Municipio,13.3511096,-81.373885489,"88-Archipiélago de san andrés, providencia y santa catalina",88564-Providencia,Providencia
91,AMAZONAS,91001,LETICIA,Municipio,-3.530058784,-70.04513691,91-Amazonas,91001-Leticia,Leticia
91,AMAZONAS,91263,EL ENCANTO,Área no municipalizada,-1.997234795,-72.723615655,91-Amazonas,91263-El Encanto,El Encanto
91,AMAZONAS,91405,LA CHORRERA,Área no municipalizada,-1.509799605,-72.444429655,91-Amazonas,91405-La Chorrera,La Chorrera
91,AMAZONAS,91407,LA PEDRERA,Área no municipalizada,-1.550256503,-69.946028145,91-Amazonas,91407-La Pedrera,La Pedrera
91,AMAZONAS,91430,LA VICTORIA,Área no municipalizada,-0.125016381,-71.104878047,91-Amazonas,91430-La Victoria,La Victoria
91,AMAZONAS,91460,MIRITÍ - PARANÁ,Área no municipalizada,-0.687037553,-71.185504598,91-Amazonas,91460-Mirití - Paraná,Mirití - Paraná
91,AMAZONAS,91530,PUERTO ALEGRÍA,Área no municipalizada,-0.952145073,-73.757227478,91-Amazonas,91530-Puerto Alegría,Puerto Alegría
91,AMAZONAS,91536,PUERTO ARICA,Área no municipalizada,-1.91085406,-71.148404895,91-Amazonas,91536-Puerto Arica,Puerto Arica
91,AMAZONAS,91540,PUERTO NARIÑO,Municipio,-3.631323222,-70.471990393,91-Amazonas,91540-Puerto Nariño,Puerto Nariño
91,AMAZONAS,91669,PUERTO SANTANDER,Área no municipalizada,-1.101032624,-71.938933582,91-Amazonas,91669-Puerto Santander,Puerto Santander
91,AMAZONAS,91798,TARAPACÁ,Área no municipalizada,-2.451794264,-70.006515353,91-Amazonas,91798-Tarapacá,Tarapacá
94,GUAINÍA,94001,INÍRIDA,Municipio,3.516363079,-68.008347279,94-Guainía,94001-Inírida,Inírida
94,GUAINÍA,94343,BARRANCOMINAS,Municipio,3.140558454,-69.697134231,94-Guainía,94343-Barrancominas,Barrancominas
94,GUAINÍA,94883,SAN FELIPE,Área no municipalizada,2.312179782,-67.520605688,94-Guainía,94883-San Felipe,San Felipe
94,GUAINÍA,94884,PUERTO COLOMBIA,Área no municipalizada,2.582829542,-68.257990327,94-Guainía,94884-Puerto Colombia,Puerto Colombia
94,GUAINÍA,94885,LA GUADALUPE,Área no municipalizada,1.404540273,-67.001518001,94-Guainía,94885-La Guadalupe,La Guadalupe
94,GUAINÍA,94886,CACAHUAL,Área no municipalizada,3.38616245,-67.585079984,94-Guainía,94886-Cacahual,Cacahual
94,GUAINÍA,94887,PANA PANA,Área no municipalizada,1.981055294,-69.114400356,94-Guainía,94887-Pana Pana,Pana Pana
94,GUAINÍA,94888,MORICHAL,Área no municipalizada,2.421444806,-69.84001585,94-Guainía,94888-Morichal,Morichal
95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,Municipio,2.484286091,-71.919169926,95-Guaviare,95001-San José Del Guaviare,San José Del Guaviare
95,GUAVIARE,95015,CALAMAR,Municipio,1.613634284,-73.0342639,95-Guaviare,95015-Calamar,Calamar
95,GUAVIARE,95025,EL RETORNO,Municipio,2.143447362,-72.243648687,95-Guaviare,95025-El Retorno,El Retorno
95,GUAVIARE,95200,MIRAFLORES,Municipio,1.363974932,-72.018109505,95-Guaviare,95200-Miraflores,Miraflores
97,VAUPÉS,97001,MITÚ,Municipio,1.06148231,-70.46688401,97-Vaupés,97001-Mitú,Mitú
97,VAUPÉS,97161,CARURÚ,Municipio,1.052762314,-71.33093035,97-Vaupés,97161-Carurú,Carurú
97,VAUPÉS,97511,PACOA,Área no municipalizada,-0.00834363999996,-70.543306099,97-Vaupés,97511-Pacoa,Pacoa
97,VAUPÉS,97666,TARAIRA,Municipio,-0.719822209,-69.907762015,97-Vaupés,97666-Taraira,Taraira
97,VAUPÉS,97777,PAPUNAHUA,Área no municipalizada,1.569312273,-70.911663147,97-Vaupés,97777-Papunahua,Papunahua
97,VAUPÉS,97889,YAVARATÉ,Área no municipalizada,0.833312241,-69.618677544,97-Vaupés,97889-Yavaraté,Yavaraté
99,VICHADA,99001,PUERTO CARREÑO,Municipio,5.836529669,-68.141222336,99-Vichada,99001-Puerto Carreño,Puerto Carreño
99,VICHADA,99524,LA PRIMAVERA,Municipio,5.517593607,-69.620440535,99-Vichada,99524-La Primavera,La Primavera
99,VICHADA,99624,SANTA ROSALÍA,Municipio,4.968581012,-70.659970968,99-Vichada,99624-Santa Rosalía,Santa Rosalía
99,VICHADA,99773,CUMARIBO,Municipio,4.262454746,-69.521404835,99-Vichada,99773-Cumaribo,Cumaribo
